bank_name|bank_link|city|state|closing_date|assets|deposit|acquirer_notes
Central Bank of Georgia|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/cbg.html|Ellaville|GA|February 24, 2012|$278.9|$266.6|Ameris Bank has agreed to assume all deposits.
SCB Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/scbbank.html|Shelbyville|IN|February 10, 2012|$182.6|$171.6|First Merchants Bank, National Association has agreed to assume all deposits excluding certain brokered deposits.
Charter National Bank and Trust|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/cnbt.html|Hoffman Estates|IL|February 10, 2012|$93.9|$89.5|Barrington Bank & Trust Company, National Association has agreed to assume all deposits.
BankEast|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bankeast.html|Knoxville|TN|January 27, 2012|$272.6|$268.8|U.S. Bank National Association, has agreed to assume all deposits.
Patriot Bank Minnesota|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/patriot-mn.html|Forest Lake|MN|January 27, 2012|$111.3|$108.3|First Resource Bank has agreed to assume all deposits.
Tennessee Commerce Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/tcb.html|Franklin|TN|January 27, 2012|$1,185.0|$1,156.0|Republic Bank & Trust Company has agreed to assume all deposits excluding certain brokered deposits.
First Guaranty Bank and Trust Company of Jacksonville|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fgbtcj.html|Jacksonville|FL|January 27, 2012|$377.9|$349.5|CenterState Bank of Florida, National Association has agreed to assume all deposits excluding certain brokered deposits.
American Eagle Savings Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/americaneagle.html|Boothwyn|PA|January 20, 2012|$19.6|$17.7|Capital Bank, National Association, has agreed to assume all deposits excluding certain brokered deposits.
The First State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firststatebank-ga.html|Stockbridge|GA|January 20, 2012|$536.9|$527.5|Hamilton State Bank has agreed to assume all deposits excluding certain brokered deposits.
Central Florida State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/cfsb.html|Belleview|FL|January 20, 2012|$79.1|$77.7|CenterState Bank of Florida, National Association, has agreed to assume all deposits excluding certain brokered deposits.
Texas Community Bank National Association|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/texascomm.html|The Woodlands|TX|December 13, 2013|$160.1|$142.6|Spirit of Texas Bank, SSB has agreed to assume all deposits.
Bank of Jackson County|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/jacksoncty.html|Graceville|FL|October 30, 2013|$25.5|$25.0|First Federal Bank of Florida has agreed to assume all deposits.
First National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstnatl-tx.html|Edinburg|TX|September 13, 2013|$3,100.0|$2,300.0|PlainsCapital Bank has agreed to assume all deposits.
The Community's Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/commbank-ct.html|Bridgeport|CT|September 13, 2013|$26.3|$25.7|The FDIC has approved the payout of the insured deposits of The Community's Bank.
Sunrise Bank of Arizona|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/sunrisebank-az.html|Phoenix|AZ|August 23, 2013|$202.2|$196.9|First Fidelity Bank, National Association has agreed to assume all deposits.
Community South Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/communitysouth.html|Parsons|TN|August 23, 2013|$386.9|$377.7|CB&S Bank, Inc. has agreed to assume all deposits and $121.7 million of the assets.
Bank of Wausau|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bankofwausau.html|Wausau|WI|August 9, 2013|$43.6|$40.7|Nicolet National Bank has agreed to assume all deposits.
First Community Bank of Southwest Florida Fort Myers FL also operating as Community Bank of Cape Coral|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstcommswb.html|Cape Coral|FL|August 2, 2013|$265.7|$254.2|C1 Bank has agreed to assume all deposits.
Mountain National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/mountain-tn.html|Sevierville|TN|June 7, 2013|$437.3|$373.4|First Tennessee Bank, National Association has agreed to assume all deposits excluding certain brokered deposits.
1st Commerce Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/1stcommerce.html|North Las Vegas|NV|June 6, 2013|$20.2|$19.6|Plaza Bank has agreed to assume all deposits.
Banks of Wisconsin which did business as Bank of Kenosha|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/kenosha.html|Kenosha|WI|May 31, 2013|$134.0|$127.6|North Shore Bank, FSB has agreed to assume all deposits excluding certain brokered deposits.
Central Arizona Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/centralaz.html|Scottsdale|AZ|May 14, 2013|$31.6|$30.8|Western State Bank has agreed to assume all deposits.
Sunrise Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/sunrisebank.html|Valdosta|GA|May 10, 2013|$60.8|$57.8|Synovus Bank has agreed to assume all deposits.
Pisgah Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/pisgahcommbk.html|Asheville|NC|May 10, 2013|$21.9|$21.2|Capital Bank, N.A. has agreed to assume all deposits.
Douglas County Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/douglascb.html|Douglasville|GA|April 26, 2013|$316.5|$314.3|Hamilton State Bank has agreed to assume all deposits.
Parkway Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/parkway.html|Lenoir|NC|April 26, 2013|$108.6|$103.7|CertusBank, National Association has agreed to assume all deposits.
Chipola Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/chipola.html|Marianna|FL|April 19, 2013|$39.2|$37.6|First Federal Bank of Florida has agreed to assume all deposits.
Heritage Bank of North Florida|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/heritagebank-fl.html|Orange Park|FL|April 19, 2013|$110.9|$108.5|FirstAtlantic Bank has agreed to assume all deposits.
First Federal Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstfederal-ky.html|Lexington|KY|April 19, 2013|$100.1|$93.9|Your Community Bank has agreed to assume all deposits.
Gold Canyon Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/goldcanyon.html|Gold Canyon|AZ|April 5, 2013|$45.2|$44.2|First Scottsdale Bank, National Association, has agreed to assume all deposits.
Frontier Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/frontier-ga.html|LaGrange|GA|March 8, 2013|$258.8|$224.1|HeritageBank of the South has agreed to assume all deposits.
Covenant Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/covenant-il.html|Chicago|IL|February 15, 2013|$58.4|$54.2|Liberty Bank and Trust Company has agreed to assume all deposits excluding certain brokered deposits.
1st Regents Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/1stregents.html|Andover|MN|January 18, 2013|$50.2|$49.1|First Minnesota Bank has agreed to assume all deposits.
Westside Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/westside.html|University Place|WA|January 11, 2013|$97.7|$96.5|Sunwest Bank has agreed to assume all deposits.
Northern Star Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/northernstar.html|Mankato|MN|December 19, 2014|$18.8|$18.2|BankVista has agreed to assume all deposits.
Frontier Bank FSB D/B/A El Paseo Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/elpaseo.html|Palm Desert|CA|November 7, 2014|$86.4|$82.1|Bank of Southern California, N.A. has agreed to assume all deposits.
The National Republic Bank of Chicago|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/nrbc.html|Chicago|IL|October 24, 2014|$954.4|$915.3|State Bank of Texas has agreed to assume all deposits excluding certain brokered deposits.
NBRS Financial|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/nbrs.html|Rising Sun|MD|October 17, 2014|$188.2|$183.1|Howard Bank has agreed to assume all deposits.
GreenChoice Bank fsb|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/greenchoice.html|Chicago|IL|July 25, 2014|$72.9|$71.0|Providence Bank, LLC has agreed to assume all deposits.
Eastside Commercial Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/eastside.html|Conyers|GA|July 18, 2014|$169.0|$161.6|Community & Southern Bank has agreed to assume all deposits.
The Freedom State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/freedomstate.html|Freedom|OK|June 27, 2014|$22.8|$20.9|Alva State Bank & Trust Company has agreed to assume all deposits.
Valley Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/valleybankfl.html|Fort Lauderdale|FL|June 20, 2014|$81.8|$66.5|Landmark Bank, National Association has agreed to assume all deposits.
Valley Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/valleybankil.html|Moline|IL|June 20, 2014|$456.4|$360.0|Great Southern Bank has agreed to assume all deposits.
Slavie Federal Savings Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/slaviefederal.html|Bel Air|MD|May 30, 2014|$140.1|$111.1|Bay Bank, FSB has agreed to assume all deposits.
Columbia Savings Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/columbiasavings.html|Cincinnati|OH|May 23, 2014|$36.5|$29.5|United Fidelity Bank, fsb has agreed to assume all deposits.
AztecAmerica Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/aztecamerica.html|Berwyn|IL|May 16, 2014|$66.3|$65.0|Republic Bank of Chicago has agreed to assume all deposits.
Allendale County Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/allendale.html|Fairfax|SC|April 25, 2014|$54.5|$51.0|Palmetto State Bank has agreed to assume all deposits.
Vantage Point Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/vantagebank.html|Horsham|PA|February 28, 2014|$63.5|$62.5|First Choice Bank has agreed to assume all deposits.
Millennium Bank National Association|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/millenniumbank.html|Sterling|VA|February 28, 2014|$130.3|$121.7|WashingtonFirst Bank has agreed to assume all deposits.
Syringa Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/syringabank.html|Boise|ID|January 31, 2014|$153.4|$145.1|Sunwest Bank has agreed to assume all deposits excluding certain brokered deposits.
The Bank of Union|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bankofunion.html|El Reno|OK|January 24, 2014|$331.4|$328.8|BancFirst has agreed to assume all deposits excluding certain brokered deposits.
DuPage National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/dupage.html|West Chicago|IL|January 17, 2014|$61.7|$59.6|Republic Bank of Chicago has agreed to assume all deposits.
Hometown National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/hometownnatl.html|Longview|WA|October 2, 2015|$4.9|$4.7|Twin City Bank has agreed to assume all deposits.
The Bank of Georgia|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bankofgeorgia.html|Peachtree City|GA|October 2, 2015|$294.2|$280.7|Fidelity Bank has agreed to assume all deposits.
Premier Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/premier-co.html|Denver|CO|July 10, 2015|$31.7|$29.6|United Fidelity Bank, fsb has agreed to assume all deposits.
Edgebrook Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/edgebrook.html|Chicago|IL|May 8, 2015|$90.0|$90.0|Republic Bank of Chicago has agreed to assume all deposits.
Doral Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/doral.html|San Juan|PR|February 27, 2015|$5,900.0|$4,100.0|Banco Popular de Puerto Rico, Hato Rey, PR has agreed to accept all deposits. Banco Popular de Puerto Rico, entered into separate agreements to transfer deposits and assets in specific markets to Banco Popular North America, New York, NY, FirstBank Puerto Rico, Santurce, PR, and Centennial Bank, Conway, AR.
Capitol City Bank & Trust Company|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/capitolcity.html|Atlanta|GA|February 13, 2015|$272.3|$262.7|First-Citizens Bank & Trust Company has agreed to assume all deposits.
Highland Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/highlandcomm.html|Chicago|IL|January 23, 2015|$54.7|$53.5|United Fidelity Bank, fsb has agreed to assume all deposits.
First National Bank of Crestview|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fnbcrestview.html|Crestview|FL|January 16, 2015|$79.7|$78.6|First NBC Bank has agreed to assume all deposits.
Allied Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/alliedbank.html|Mulberry|AR|September 23, 2016|$66.3|$64.7|Today's Bank has agreed to assume all deposits.
The Woodbury Banking Company|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/woodburybank.html|Woodbury|GA|August 19, 2016|$21.4|$21.1|United Bank has agreed to assume all deposits.
First CornerStone Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstcornerstone.html|King of Prussia|PA|May 6, 2016|$103.3|$101.0|First-Citizens Bank & Trust Company has agreed to assume all deposits.
Trust Company Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/trustco.html|Memphis|TN|April 29, 2016|$20.7|$20.3|The Bank of Fayette County has agreed to assume all deposits.
North Milwaukee State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/nmsbank.html|Milwaukee|WI|March 11, 2016|$67.1|$61.5|First-Citizens Bank & Trust Company has agreed to assume all deposits excluding certain brokered deposits.
Washington Federal Bank for Savings|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/wafedbank.html|Chicago|IL|December 15, 2017|$166.3|$144.0|Royal Savings Bank has agreed to assume the non-brokered insured deposits.
The Farmers and Merchants State Bank of Argonia|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fmstatebank.html|Argonia|KS|October 13, 2017|$34.2|$29.6|Conway Bank has agreed to assume all deposits.
Fayette County Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fayettecounty.html|Saint Elmo|IL|May 26, 2017|$34.4|$34.0|United Fidelity Bank, fsb has agreed to assume all deposits.
Guaranty Bank Milwaukee|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/guaranty.html|WI|(d/b/a BestBank in Georgia & Michigan)|May 5, 2017|$1,000.0|$1,000.0|First-Citizens Bank & Trust Company has agreed to assume all deposits.
First NBC Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstnbc.html|New Orleans|LA|April 28, 2017|$4,740.0|$3,540.0|Whitney Bank has agreed to assume the transactional deposits (approximately $1.6 billion), and to purchase approximately $1 billion of the failed bank's assets. The FDIC mailed checks for the time deposits (CDs and IRAs) and retained the remaining assets for later disposition.
Proficio Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/proficio.html|Cottonwood Heights|UT|March 3, 2017|$68.2|$65.0|Cache Valley Bank has agreed to assume all deposits.
Seaway Bank and Trust Company|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/seaway.html|Chicago|IL|January 27, 2017|$361.2|$307.1|State Bank of Texas has agreed to assume all deposits.
Harvest Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/harvestcomm.html|Pennsville|NJ|January 13, 2017|$126.4|$123.8|First-Citizens Bank & Trust Company has agreed to assume all deposits.
City National Bank of New Jersey|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/citynatl.html|Newark|NJ|November 1, 2019|$120.6|$111.2|Industrial Bank has agreed to assume all deposits.
Resolute Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/resolute.html|Maumee|OH|October 25, 2019|$27.1|$26.2|Buckeye State Bank has agreed to assume all deposits.
Louisa Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/louisacomm.html|Louisa|KY|October 25, 2019|$29.7|$26.5|Kentucky Farmers Bank Corporation has agreed to assume all deposits.
The Enloe State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/enloe.html|Cooper|TX|May 31, 2019|$36.7|$31.3|Legend Bank, N.A. has agreed to assume the insured deposits.
Almena State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/almenastate.html|Almena|KS|October 23, 2020|$70.0|$68.7|Equity Bank has agreed to assume all deposits.
First City Bank of Florida|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstcitybank.html|Fort Walton Beach|FL|October 16, 2020|$134.7|$131.4|United Fidelity Bank, fsb has agreed to assume all deposits.
The First State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fsb-wv.html|Barboursville|WV|April 3, 2020|$152.4|$139.5|MVB Bank has agreed to assume all deposits excluding certain brokered deposits.
Ericson State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/ericsonstate.html|Ericson|NE|February 14, 2020|$100.9|$95.2|Farmers and Merchants Bank has agreed to assume all deposits.
